Tank_num,Date / Time,pH Value,mV Value,Temperature,Average Slope,Date / Time,Salinity Value,Conductance Value,Temperature,Salinity Type,Reference Temperature,Cell Constant,Date / Time,Concentration Value,Saturation Value,Partial Pressure,Solution Temperature,Barometric Pressure,Salinity Correction,Slope
2,8/4/2024 15:04,7.60 pH,-29.6 mV,27.4 째C,99.50%,8/4/2024 15:04,11.98 psu,44.21 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:04,6.84 mg/L,91.9 % sat,134.4 Torr,27.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
3,8/4/2024 15:05,7.58 pH,-28.7 mV,27.3 째C,99.50%,8/4/2024 15:05,11.98 psu,44.10 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:05,6.56 mg/L,88.1 % sat,128.8 Torr,27.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
4,8/4/2024 15:06,7.63 pH,-31.6 mV,27.3 째C,99.50%,8/4/2024 15:06,11.99 psu,44.16 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:06,6.80 mg/L,91.4 % sat,133.6 Torr,27.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
5,8/4/2024 15:07,7.63 pH,-31.5 mV,27.3 째C,99.50%,8/4/2024 15:07,11.99 psu,44.16 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:07,6.82 mg/L,91.6 % sat,133.9 Torr,27.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
6,8/4/2024 15:08,7.65 pH,-32.7 mV,27.4 째C,99.50%,8/4/2024 15:08,11.98 psu,44.18 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:08,6.87 mg/L,92.4 % sat,135.1 Torr,27.3 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
7,8/4/2024 15:10,7.65 pH,-32.5 mV,27.2 째C,99.50%,8/4/2024 15:10,11.99 psu,44.05 mS,27.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:10,1.30 mg/L,17.4 % sat,25.5 Torr,27.1 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
8,8/4/2024 15:13,7.68 pH,-34.1 mV,27.3 째C,99.50%,8/4/2024 15:13,11.98 psu,44.11 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:13,0.92 mg/L,12.3 % sat,17.9 Torr,27.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
9,8/4/2024 15:15,7.72 pH,-36.5 mV,27.5 째C,99.50%,8/4/2024 15:15,11.98 psu,44.25 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:15,0.61 mg/L,8.2 % sat,12.0 Torr,27.4 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
10,8/4/2024 15:16,7.67 pH,-33.8 mV,27.3 째C,99.50%,8/4/2024 15:16,11.99 psu,44.10 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:16,1.43 mg/L,19.2 % sat,28.0 Torr,27.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
11,8/4/2024 15:18,7.81 pH,-42.3 mV,27.5 째C,99.50%,8/4/2024 15:18,11.98 psu,44.23 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:18,0.52 mg/L,7.0 % sat,10.3 Torr,27.4 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
12,8/4/2024 15:22,7.85 pH,-44.4 mV,27.6 째C,99.50%,8/4/2024 15:22,11.98 psu,44.35 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:22,0.77 mg/L,10.4 % sat,15.2 Torr,27.5 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
13,8/4/2024 15:24,7.71 pH,-36.7 mV,30.4 째C,99.50%,8/4/2024 15:24,11.98 psu,46.75 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:24,0.69 mg/L,9.7 % sat,14.1 Torr,30.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
14,8/4/2024 15:26,7.72 pH,-36.9 mV,30.4 째C,99.50%,8/4/2024 15:26,11.97 psu,46.74 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:26,0.76 mg/L,10.8 % sat,15.7 Torr,30.3 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
15,8/4/2024 15:28,7.71 pH,-36.6 mV,30.3 째C,99.50%,8/4/2024 15:28,11.98 psu,46.71 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:28,0.81 mg/L,11.4 % sat,16.5 Torr,30.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
16,8/4/2024 15:29,7.70 pH,-35.6 mV,30.2 째C,99.50%,8/4/2024 15:29,11.98 psu,46.59 mS,30.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:29,0.91 mg/L,12.8 % sat,18.6 Torr,30.1 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
17,8/4/2024 15:31,7.70 pH,-36.0 mV,30.3 째C,99.50%,8/4/2024 15:31,11.97 psu,46.63 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:31,0.94 mg/L,13.3 % sat,19.3 Torr,30.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
18,8/4/2024 15:33,7.71 pH,-36.3 mV,30.4 째C,99.50%,8/4/2024 15:33,11.97 psu,46.72 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:33,0.54 mg/L,7.6 % sat,11.0 Torr,30.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
19,8/4/2024 15:35,7.71 pH,-36.6 mV,30.3 째C,99.50%,8/4/2024 15:35,11.98 psu,46.67 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:35,6.26 mg/L,88.5 % sat,128.5 Torr,30.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
20,8/4/2024 15:35,7.71 pH,-36.3 mV,30.2 째C,99.50%,8/4/2024 15:35,11.98 psu,46.63 mS,30.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:35,6.33 mg/L,89.3 % sat,129.6 Torr,30.2 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
21,8/4/2024 15:37,7.72 pH,-36.8 mV,30.4 째C,99.50%,8/4/2024 15:37,11.97 psu,46.70 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:37,6.24 mg/L,88.3 % sat,128.2 Torr,30.3 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
22,8/4/2024 15:38,7.70 pH,-35.8 mV,30.2 째C,99.50%,8/4/2024 15:38,11.98 psu,46.57 mS,30.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:38,6.32 mg/L,89.1 % sat,129.4 Torr,30.1 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
23,8/4/2024 15:39,7.68 pH,-34.4 mV,29.8 째C,99.50%,8/4/2024 15:39,11.99 psu,46.30 mS,29.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:39,6.05 mg/L,84.9 % sat,123.4 Torr,29.8 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
24,8/4/2024 15:40,7.66 pH,-33.5 mV,30.0 째C,99.50%,8/4/2024 15:40,11.98 psu,46.41 mS,30.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/4/2024 15:40,6.19 mg/L,87.0 % sat,126.4 Torr,29.9 째C,760.0 mmHg,12.0 ppt,1.475 Torr/%Sat
24,8/5/2024 8:59,7.59 pH,-29.3 mV,29.8 캜,99.10%,8/5/2024 8:59,11.99 psu,46.32 mS,29.8 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 8:59,6.27 mg/L,87.5 % sat,127.5 Torr,29.6 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
23,8/5/2024 9:00,7.57 pH,-28.5 mV,29.7 캜,99.10%,8/5/2024 9:00,11.99 psu,46.21 mS,29.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:00,6.25 mg/L,87.1 % sat,126.9 Torr,29.6 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
22,8/5/2024 9:01,7.64 pH,-32.2 mV,29.8 캜,99.10%,8/5/2024 9:01,11.98 psu,46.28 mS,29.8 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:01,6.31 mg/L,88.2 % sat,128.5 Torr,29.7 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
21,8/5/2024 9:02,7.64 pH,-32.7 mV,30.1 캜,99.10%,8/5/2024 9:02,11.99 psu,46.58 mS,30.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:02,6.46 mg/L,90.7 % sat,132.1 Torr,30.0 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
20,8/5/2024 9:03,7.64 pH,-32.3 mV,30.0 캜,99.10%,8/5/2024 9:03,11.99 psu,46.46 mS,30.0 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:03,6.42 mg/L,89.9 % sat,130.9 Torr,29.9 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
19,8/5/2024 9:04,7.66 pH,-33.8 mV,30.0 캜,99.10%,8/5/2024 9:04,11.99 psu,46.49 mS,30.0 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:04,6.39 mg/L,89.6 % sat,130.5 Torr,30.0 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
18,8/5/2024 9:06,7.61 pH,-30.9 mV,30.1 캜,99.10%,8/5/2024 9:06,11.99 psu,46.54 mS,30.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:06,6.19 mg/L,86.9 % sat,126.5 Torr,30.0 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
17,8/5/2024 9:07,7.63 pH,-32.0 mV,29.9 캜,99.10%,8/5/2024 9:07,11.99 psu,46.41 mS,29.9 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:07,6.23 mg/L,87.2 % sat,127.0 Torr,29.9 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
16,8/5/2024 9:08,7.62 pH,-31.5 mV,29.8 캜,99.10%,8/5/2024 9:08,11.98 psu,46.26 mS,29.8 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:08,6.12 mg/L,85.5 % sat,124.5 Torr,29.7 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
15,8/5/2024 9:09,7.64 pH,-32.3 mV,30.1 캜,99.10%,8/5/2024 9:09,12.00 psu,46.56 mS,30.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:09,6.36 mg/L,89.2 % sat,129.9 Torr,30.0 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
14,8/5/2024 9:10,7.63 pH,-32.0 mV,30.2 캜,99.10%,8/5/2024 9:10,12.00 psu,46.66 mS,30.2 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:10,6.42 mg/L,90.3 % sat,131.4 Torr,30.1 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
13,8/5/2024 9:11,7.64 pH,-32.6 mV,30.2 캜,99.10%,8/5/2024 9:11,12.00 psu,46.68 mS,30.2 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:11,6.49 mg/L,91.2 % sat,132.8 Torr,30.1 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
12,8/5/2024 9:12,7.69 pH,-35.0 mV,27.5 캜,99.10%,8/5/2024 9:12,12.01 psu,44.39 mS,27.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:12,7.02 mg/L,94.6 % sat,138.5 Torr,27.6 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
11,8/5/2024 9:14,7.48 pH,-22.9 mV,27.2 캜,99.10%,8/5/2024 9:14,12.00 psu,44.11 mS,27.2 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:14,6.74 mg/L,90.2 % sat,132.2 Torr,27.2 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
10,8/5/2024 9:15,7.50 pH,-23.8 mV,27.0 캜,99.10%,8/5/2024 9:15,11.99 psu,43.84 mS,27.0 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:15,6.60 mg/L,88.0 % sat,129.0 Torr,26.9 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
9,8/5/2024 9:17,7.57 pH,-27.8 mV,27.2 캜,99.10%,8/5/2024 9:17,12.01 psu,44.14 mS,27.2 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:17,6.79 mg/L,90.8 % sat,133.1 Torr,27.1 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
8,8/5/2024 9:18,7.55 pH,-27.0 mV,27.0 캜,99.10%,8/5/2024 9:18,11.99 psu,43.93 mS,27.0 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:18,6.57 mg/L,87.6 % sat,128.4 Torr,27.0 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
7,8/5/2024 9:20,7.53 pH,-25.9 mV,26.9 캜,99.10%,8/5/2024 9:20,11.98 psu,43.73 mS,26.9 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:20,6.34 mg/L,84.3 % sat,123.7 Torr,26.8 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
6,8/5/2024 9:22,7.64 pH,-32.1 mV,27.1 캜,99.10%,8/5/2024 9:22,12.01 psu,44.05 mS,27.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:22,6.85 mg/L,91.5 % sat,134.2 Torr,27.0 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
5,8/5/2024 9:23,7.61 pH,-30.1 mV,27.0 캜,99.10%,8/5/2024 9:23,12.00 psu,43.91 mS,27.0 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:23,6.86 mg/L,91.4 % sat,134.0 Torr,26.9 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
4,8/5/2024 9:25,7.60 pH,-29.7 mV,27.1 캜,99.10%,8/5/2024 9:25,12.00 psu,43.96 mS,27.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:25,6.87 mg/L,91.6 % sat,134.3 Torr,27.0 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
3,8/5/2024 9:26,7.61 pH,-30.2 mV,27.0 캜,99.10%,8/5/2024 9:26,12.00 psu,43.94 mS,27.0 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:26,6.83 mg/L,91.0 % sat,133.5 Torr,26.9 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
2,8/5/2024 9:27,7.60 pH,-29.5 mV,27.1 캜,99.10%,8/5/2024 9:27,12.00 psu,43.97 mS,27.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:27,6.84 mg/L,91.2 % sat,133.7 Torr,27.0 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
1,8/5/2024 9:28,7.64 pH,-32.2 mV,27.2 캜,99.10%,8/5/2024 9:28,12.01 psu,44.10 mS,27.2 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 9:28,6.88 mg/L,91.9 % sat,134.8 Torr,27.1 캜,763.0 mmHg,12.0 ppt,1.474 Torr/%Sat
24,8/5/2024 15:02,7.92 pH,-48.9 mV,30.1 캜,99.10%,8/5/2024 15:02,12.05 psu,46.81 mS,30.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:02,6.26 mg/L,87.7 % sat,127.6 Torr,29.8 캜,762.0 mmHg,12.1 ppt,1.474 Torr/%Sat
23,8/5/2024 15:03,7.92 pH,-48.9 mV,30.1 캜,99.10%,8/5/2024 15:03,12.05 psu,46.73 mS,30.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:03,6.35 mg/L,88.9 % sat,129.4 Torr,29.8 캜,762.0 mmHg,12.1 ppt,1.474 Torr/%Sat
22,8/5/2024 15:04,7.93 pH,-49.5 mV,30.2 캜,99.10%,8/5/2024 15:04,12.04 psu,46.86 mS,30.2 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:04,6.39 mg/L,89.8 % sat,130.6 Torr,30.0 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
21,8/5/2024 15:05,7.95 pH,-50.9 mV,30.5 캜,99.10%,8/5/2024 15:05,12.01 psu,47.02 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:05,6.43 mg/L,91.0 % sat,132.2 Torr,30.4 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
20,8/5/2024 15:06,7.94 pH,-50.1 mV,30.5 캜,99.10%,8/5/2024 15:06,12.03 psu,47.00 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:06,6.32 mg/L,89.3 % sat,129.8 Torr,30.3 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
19,8/5/2024 15:07,7.95 pH,-50.8 mV,30.5 캜,99.10%,8/5/2024 15:07,12.03 psu,47.02 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:07,6.43 mg/L,90.9 % sat,132.0 Torr,30.4 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
18,8/5/2024 15:09,7.84 pH,-44.4 mV,30.6 캜,99.10%,8/5/2024 15:09,12.02 psu,47.08 mS,30.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:09,0.57 mg/L,8.1 % sat,11.8 Torr,30.5 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
17,8/5/2024 15:11,7.83 pH,-43.9 mV,30.5 캜,99.10%,8/5/2024 15:11,12.03 psu,47.02 mS,30.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:11,0.82 mg/L,11.6 % sat,16.8 Torr,30.4 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
16,8/5/2024 15:13,7.80 pH,-42.1 mV,30.3 캜,99.10%,8/5/2024 15:13,12.04 psu,46.91 mS,30.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:13,0.92 mg/L,12.9 % sat,18.8 Torr,30.2 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
15,8/5/2024 15:15,7.84 pH,-44.5 mV,30.6 캜,99.10%,8/5/2024 15:15,12.02 psu,47.07 mS,30.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:15,0.76 mg/L,10.7 % sat,15.6 Torr,30.5 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
14,8/5/2024 15:16,7.84 pH,-44.5 mV,30.7 캜,99.10%,8/5/2024 15:16,12.02 psu,47.15 mS,30.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:16,0.73 mg/L,10.3 % sat,14.9 Torr,30.5 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
13,8/5/2024 15:18,7.83 pH,-44.0 mV,30.7 캜,99.10%,8/5/2024 15:18,12.02 psu,47.15 mS,30.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:18,0.70 mg/L,9.9 % sat,14.4 Torr,30.6 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
12,8/5/2024 15:20,7.92 pH,-48.9 mV,28.1 캜,99.10%,8/5/2024 15:20,12.01 psu,44.90 mS,28.1 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:20,0.73 mg/L,9.9 % sat,14.5 Torr,28.1 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
11,8/5/2024 15:22,7.92 pH,-48.4 mV,27.9 캜,99.10%,8/5/2024 15:22,12.02 psu,44.72 mS,27.9 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:22,0.38 mg/L,5.1 % sat,7.4 Torr,27.8 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
10,8/5/2024 15:24,7.86 pH,-45.1 mV,27.5 캜,99.10%,8/5/2024 15:24,12.04 psu,44.46 mS,27.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:24,1.45 mg/L,19.5 % sat,28.5 Torr,27.4 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
9,8/5/2024 15:27,7.94 pH,-49.6 mV,27.9 캜,99.10%,8/5/2024 15:27,12.02 psu,44.75 mS,27.9 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:27,0.46 mg/L,6.2 % sat,9.0 Torr,27.8 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
8,8/5/2024 15:29,7.90 pH,-47.6 mV,27.7 캜,99.10%,8/5/2024 15:29,12.03 psu,44.59 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:29,0.82 mg/L,11.0 % sat,16.1 Torr,27.6 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
7,8/5/2024 15:30,7.86 pH,-45.3 mV,27.5 캜,99.10%,8/5/2024 15:30,12.04 psu,44.45 mS,27.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:30,1.23 mg/L,16.5 % sat,24.1 Torr,27.4 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
6,8/5/2024 15:33,7.89 pH,-47.1 mV,27.8 캜,99.10%,8/5/2024 15:33,12.03 psu,44.71 mS,27.8 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:33,6.71 mg/L,90.8 % sat,132.7 Torr,27.7 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
5,8/5/2024 15:34,7.88 pH,-46.5 mV,27.7 캜,99.10%,8/5/2024 15:34,12.03 psu,44.60 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:34,6.69 mg/L,90.2 % sat,131.9 Torr,27.6 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
4,8/5/2024 15:35,7.88 pH,-46.3 mV,27.7 캜,99.10%,8/5/2024 15:35,12.03 psu,44.63 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:35,6.70 mg/L,90.6 % sat,132.5 Torr,27.7 캜,761.0 mmHg,12.0 ppt,1.474 Torr/%Sat
3,8/5/2024 15:36,7.87 pH,-45.9 mV,27.7 캜,99.10%,8/5/2024 15:36,12.03 psu,44.57 mS,27.7 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:36,6.73 mg/L,90.9 % sat,132.9 Torr,27.6 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
2,8/5/2024 15:37,7.89 pH,-46.9 mV,27.8 캜,99.10%,8/5/2024 15:37,12.03 psu,44.66 mS,27.8 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:37,6.61 mg/L,89.4 % sat,130.7 Torr,27.7 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
1,8/5/2024 15:38,7.93 pH,-49.3 mV,27.9 캜,99.10%,8/5/2024 15:38,12.03 psu,44.75 mS,27.9 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/5/2024 15:38,6.84 mg/L,92.6 % sat,135.4 Torr,27.8 캜,762.0 mmHg,12.0 ppt,1.474 Torr/%Sat
1,8/6/2024 8:54,7.68 pH,-36.4 mV,27.4 캜,100.00%,8/6/2024 8:54,11.95 psu,44.08 mS,27.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 8:54,6.86 mg/L,92.2 % sat,134.9 Torr,27.2 캜,760.0 mmHg,11.9 ppt,1.476 Torr/%Sat
2,8/6/2024 8:55,7.62 pH,-32.5 mV,27.4 캜,100.00%,8/6/2024 8:55,11.94 psu,44.03 mS,27.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 8:55,6.69 mg/L,89.9 % sat,131.6 Torr,27.2 캜,760.0 mmHg,11.9 ppt,1.476 Torr/%Sat
3,8/6/2024 8:56,7.58 pH,-30.1 mV,27.3 캜,100.00%,8/6/2024 8:56,12.02 psu,44.28 mS,27.3 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 8:56,6.74 mg/L,90.6 % sat,132.6 Torr,27.2 캜,760.0 mmHg,12.0 ppt,1.476 Torr/%Sat
4,8/6/2024 8:56,7.58 pH,-30.1 mV,27.4 캜,100.00%,8/6/2024 8:56,11.93 psu,43.98 mS,27.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 8:56,6.71 mg/L,90.1 % sat,131.9 Torr,27.2 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
5,8/6/2024 8:57,7.57 pH,-29.7 mV,27.2 캜,100.00%,8/6/2024 8:57,11.96 psu,44.00 mS,27.2 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 8:57,6.70 mg/L,89.9 % sat,131.6 Torr,27.2 캜,761.0 mmHg,12.0 ppt,1.476 Torr/%Sat
6,8/6/2024 8:58,7.59 pH,-30.7 mV,27.4 캜,100.00%,8/6/2024 8:58,11.93 psu,44.03 mS,27.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 8:58,6.75 mg/L,90.8 % sat,132.9 Torr,27.3 캜,760.0 mmHg,11.9 ppt,1.476 Torr/%Sat
7,8/6/2024 8:59,7.58 pH,-30.0 mV,27.5 캜,100.00%,8/6/2024 8:59,11.92 psu,44.09 mS,27.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 8:59,6.86 mg/L,92.4 % sat,135.3 Torr,27.4 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
8,8/6/2024 8:59,7.64 pH,-33.8 mV,27.4 캜,100.00%,8/6/2024 8:59,11.92 psu,44.00 mS,27.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 8:59,6.79 mg/L,91.4 % sat,133.8 Torr,27.3 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
9,8/6/2024 9:00,7.53 pH,-27.4 mV,27.4 캜,100.00%,8/6/2024 9:00,11.93 psu,43.97 mS,27.4 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:00,6.41 mg/L,86.1 % sat,126.1 Torr,27.3 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
10,8/6/2024 9:01,7.87 pH,-47.2 mV,27.6 캜,100.00%,8/6/2024 9:01,11.92 psu,44.13 mS,27.6 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:01,6.90 mg/L,93.1 % sat,136.3 Torr,27.5 캜,760.0 mmHg,11.9 ppt,1.476 Torr/%Sat
11,8/6/2024 9:02,7.63 pH,-33.4 mV,27.5 캜,100.00%,8/6/2024 9:02,11.93 psu,44.08 mS,27.5 캜,Practical Salinity,15.0 캜,0.4750 /cm,8/6/2024 9:02,6.90 mg/L,92.9 % sat,135.9 Torr,27.4 캜,761.0 mmHg,11.9 ppt,1.476 Torr/%Sat
