"Sample_Name","Phase_1_DO","Phase_1_temp","Phase_2.1_DO","Phase_2.1_temp","Phase_1_treat","Phase_2_treat","Phase_1_rep_R","Phase_2_rep_R","Actual_shell_pre_mg","Actual_tissue_pre_mg","Actual_shell_post_mg","Actual_tissue_post_mg","Actual_shell_growth_mg","Actual_tissue_growth_mg","Exclude_all","Exclude_pre_analysis","Notes_pre","Notes_post","Area_pre_mm2","Feret_pre_mm","AreaNotes_Pre","Area_post_mm2","Feret_post_mm","AreaNotes_Post","Area_growth_mm2","Feret_growth_mm"
"2024_Cont02_Warm03_W27","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm03",212.2224,138.3776,346.0197,214.3803,133.7973,76.0027,NA,NA,NA,NA,123.1,17.2,NA,155.1,18.9,NA,32,1.7
"2024_Cont02_Warm03_W28","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm03",200.18856,121.41144,251.64906,128.05094,51.4605,6.6395,NA,NA,NA,NA,150.1,15.6,NA,154.5,15.9,NA,4.40000000000001,0.300000000000001
"2024_Cont02_Warm04_W39","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm04",449.41572,161.98428,648.60744,284.89256,199.19172,122.90828,NA,NA,NA,NA,241.4,18.7,NA,280.4,21.4,NA,39,2.7
"2024_Cont02_Warm04_W40","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm04",413.78922,236.41078,845.10738,402.09262,431.31816,165.68184,NA,NA,NA,NA,253.8,20.6,NA,348.3,25.7,NA,94.5,5.1
"2024_Cont02_Warm05_W51","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm05",258.141,167.759,436.2735,252.8265,178.1325,85.0675,NA,NA,NA,NA,177.4,17.8,NA,260.3,21.2,NA,82.9,3.4
"2024_Cont02_Warm05_W52","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm05",546.79482,244.50518,782.56308,286.93692,235.76826,42.43174,NA,NA,NA,NA,312.5,21.6,NA,321.9,23.1,NA,9.39999999999998,1.5
"2024_Cont02_Warm06_W63","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm06",620.10624,233.79376,713.68518,262.61482,93.57894,28.82106,NA,NA,NA,NA,256.8,20.1,NA,268.6,20.5,NA,11.8,0.399999999999999
"2024_Cont02_Warm06_W64","Norm","Ambient","Norm","Warm","Cont","Warm","Cont02","Warm06",268.59144,149.40856,438.01524,182.98476,169.4238,33.5762,NA,NA,NA,NA,155.4,16.7,NA,167.3,16.6,NA,11.9,-0.0999999999999979
"2024_Cont03_Both01_W5","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both01",604.9056,269.3944,907.01832,395.18168,302.11272,125.78728,NA,NA,NA,NA,243.7,20.4,NA,312.7,22.7,NA,69,2.3
"2024_Cont03_Both01_W6","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both01",333.98586,213.71414,553.76178,316.73822,219.77592,103.02408,NA,NA,NA,NA,176.1,17.3,NA,255.8,20.7,NA,79.7,3.4
"2024_Cont03_Both02_W17","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both02",897.51792,461.08208,1424.94846,715.35154,527.43054,254.26946,NA,NA,NA,NA,452.8,27.1,NA,480.7,28.3,NA,27.9,1.2
"2024_Cont03_Both02_W18","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both02",430.88994,354.31006,841.14888,516.55112,410.25894,162.24106,NA,NA,NA,NA,181.8,20.4,NA,235.6,23.6,NA,53.8,3.2
"2024_Cont03_Both03_W29","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both03",122.60196,74.99804,228.68976,119.21024,106.0878,44.2122,NA,NA,NA,NA,113.7,14,NA,133.5,15.1,NA,19.8,1.1
"2024_Cont03_Both03_W30","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both03",229.6398,108.2602,365.0205,167.5795,135.3807,59.3193,NA,NA,NA,NA,131.5,15.2,NA,170.7,17,NA,39.2,1.8
"2024_Cont03_Both04_W41","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both04",746.93658,607.06342,1312.6854,974.8146,565.74882,367.75118,NA,NA,NA,"Still wet",389.9,26,NA,201.8,18.9,NA,-188.1,-7.1
"2024_Cont03_Both04_W42","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both04",257.50764,147.89236,382.4379,220.5621,124.93026,72.66974,NA,NA,NA,NA,152,15.7,NA,208.8,19.2,"6/26/25 SKM Manually calculated post phase 2 data from remeasuring scales and converting from pixels",56.8,3.5
"2024_Cont03_Both05_W53","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both05",197.33844,109.66156,254.9742,121.0258,57.63576,11.36424,NA,NA,NA,NA,119.7,13.8,NA,122.6,14.4,NA,2.89999999999999,0.6
"2024_Cont03_Both05_W54","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both05",374.67924,251.52076,569.2791,359.5209,194.59986,108.00014,NA,NA,NA,NA,228.1,19.7,NA,286.5,23.4,"7/4/25 SKM added in  area/feret data from Teresa rerunning analysis",58.4,3.7
"2024_Cont03_Both06_W65","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both06",148.0947,101.6053,189.42144,100.97856,41.32674,-0.62674,NA,NA,NA,NA,114.2,14.5,NA,103.3,13.1,NA,-10.9,-1.4
"2024_Cont03_Both06_W66","Norm","Ambient","Hyp","Warm","Cont","Both","Cont03","Both06",592.39674,333.50326,813.75606,532.04394,221.35932,198.54068,NA,NA,NA,NA,299.8,23.4,NA,331.5,24.2,NA,31.7,0.800000000000001
"2024_Cont03_Cont01_W5","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont01",441.34038,216.65962,866.64162,266.85838,425.30124,50.19876,NA,NA,NA,NA,203.4,18,NA,352,25.5,NA,148.6,7.5
"2024_Cont03_Cont01_W6","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont01",174.06246,80.13754,248.48226,105.41774,74.4198,25.2802,NA,NA,NA,NA,126.8,13.6,NA,161.9,15.9,NA,35.1,2.3
"2024_Cont03_Cont02_W17","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont02",415.37262,192.82738,916.0437,452.0563,500.67108,259.22892,NA,NA,NA,NA,281,22,NA,378.7,26,NA,97.7,4
"2024_Cont03_Cont02_W78","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont02",536.50272,300.99728,914.61864,376.48136,378.11592,75.48408,NA,NA,"replacing W18",NA,371.7,25.4,"6/11/25 SKM added in unmatched data to correct swapped bee tag",362.9,26.6,NA,-8.80000000000001,1.2
"2024_Cont03_Cont03_W29","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont03",167.72886,107.67114,417.58938,217.41062,249.86052,109.73948,NA,NA,NA,NA,103.4,14.8,NA,245.9,21.9,NA,142.5,7.1
"2024_Cont03_Cont03_W30","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont03",567.6957,334.0043,1099.87644,657.92356,532.18074,323.91926,NA,NA,NA,NA,423.2,27.8,NA,536.5,31.8,NA,113.3,4
"2024_Cont03_Cont04_W41","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont04",525.41892,309.38108,807.73914,432.96086,282.32022,123.57978,NA,NA,NA,NA,299.8,25.9,NA,370.3,29.1,NA,70.5,3.2
"2024_Cont03_Cont04_W42","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont04",272.86662,152.73338,476.01684,299.88316,203.15022,147.14978,NA,NA,NA,NA,195.4,18,NA,294.9,22.9,NA,99.5,4.9
"2024_Cont03_Cont05_W53","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont05",208.58058,147.91942,366.92058,248.97942,158.34,101.06,NA,NA,NA,NA,141.9,15,NA,196.2,17.7,NA,54.3,2.7
"2024_Cont03_Cont05_W54","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont05",278.25018,173.24982,646.074,349.026,367.82382,175.77618,NA,NA,NA,NA,206,18,NA,326.1,23.6,NA,120.1,5.6
"2024_Cont03_Cont06_W65","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont06",339.6861,242.8139,567.6957,421.9043,228.0096,179.0904,NA,NA,NA,NA,279.7,22.7,NA,329.9,25.1,NA,50.2,2.4
"2024_Cont03_Cont06_W66","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont03","Cont06",198.13014,112.26986,334.9359,157.5641,136.80576,45.29424,NA,NA,NA,NA,159.1,16,NA,172.5,18.4,NA,13.4,2.4
"2024_Cont03_Hyp01_W5","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp01",174.37914,91.42086,332.08578,153.11422,157.70664,61.69336,NA,NA,NA,NA,118.7,13.9,NA,181.2,16.1,NA,62.5,2.2
"2024_Cont03_Hyp01_W6","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp01",266.53302,198.26698,501.35124,350.84876,234.81822,152.58178,NA,NA,NA,NA,190.3,18.9,NA,299.5,23.2,NA,109.2,4.3
"2024_Cont03_Hyp02_W17","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp02",636.09858,457.40142,1155.77046,605.02954,519.67188,147.62812,NA,NA,NA,NA,435.5,28.1,NA,486.7,30.3,NA,51.2,2.2
"2024_Cont03_Hyp02_W18","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp02",784.30482,590.79518,1528.34448,927.55552,744.03966,336.76034,NA,NA,NA,NA,449.6,26.5,NA,554.8,30.8,NA,105.2,4.3
"2024_Cont03_Hyp03_W29","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp03",351.5616,213.5384,612.34758,353.05242,260.78598,139.51402,NA,NA,NA,NA,278.4,21.9,NA,347.7,24.2,NA,69.3,2.3
"2024_Cont03_Hyp03_W30","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp03",207.4722,184.3278,392.09664,365.20336,184.62444,180.87556,NA,NA,NA,NA,185.8,17.3,NA,290.4,22.5,NA,104.6,5.2
"2024_Cont03_Hyp04_W41","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp04",180.23772,107.26228,290.75904,149.24096,110.52132,41.97868,NA,NA,NA,NA,149.3,16.4,NA,160.7,17.4,NA,11.4,1
"2024_Cont03_Hyp04_W42","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp04",379.11276,219.18724,574.97934,307.72066,195.86658,88.53342,NA,NA,NA,NA,198.8,17.9,NA,244.6,21.7,NA,45.8,3.8
"2024_Cont03_Hyp05_W53","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp05",580.99626,248.00374,739.33626,300.56374,158.34,52.56,NA,NA,NA,NA,232.4,19.5,NA,300.7,22,NA,68.3,2.5
"2024_Cont03_Hyp05_W54","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp05",289.17564,170.22436,474.11676,233.48324,184.94112,63.25888,NA,NA,NA,NA,176,17.8,NA,227.5,20.6,NA,51.5,2.8
"2024_Cont03_Hyp06_W65","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp06",152.68656,82.31344,260.19942,121.70058,107.51286,39.38714,NA,NA,NA,NA,105.3,13.5,NA,128.5,15.2,NA,23.2,1.7
"2024_Cont03_Hyp06_W66","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont03","Hyp06",239.29854,103.00146,363.59544,158.20456,124.2969,55.2031,NA,NA,NA,NA,140.3,16,NA,169.7,17.1,NA,29.4,1.1
"2024_Cont03_Warm01_W5","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm01",636.09858,325.90142,876.61704,402.08296,240.51846,76.18154,NA,NA,NA,NA,306.5,22,NA,382.7,25.6,NA,76.2,3.6
"2024_Cont03_Warm01_W6","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm01",391.1466,230.3534,674.25852,365.24148,283.11192,134.88808,NA,NA,NA,NA,207.1,18.4,NA,287,21.6,NA,79.9,3.2
"2024_Cont03_Warm02_W17","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm02",469.20822,257.89178,914.30196,354.99804,445.09374,97.10626,NA,NA,NA,NA,261.9,20.2,NA,334.7,23.2,NA,72.8,3
"2024_Cont03_Warm02_W18","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm02",1056.49128,654.00872,1954.59576,1044.70424,898.10448,390.69552,NA,NA,NA,NA,520.1,28.1,NA,713.2,32.9,NA,193.1,4.8
"2024_Cont03_Warm03_W29","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm03",189.42144,91.77856,260.5161,117.3839,71.09466,25.60534,NA,NA,NA,NA,135.8,14.4,NA,127.5,14.4,NA,-8.30000000000001,0
"2024_Cont03_Warm03_W30","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm03",332.40246,202.29754,525.41892,311.08108,193.01646,108.78354,NA,NA,NA,NA,212.1,21.9,NA,228.5,22.9,NA,16.4,1
"2024_Cont03_Warm04_W41","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm04",562.78716,262.61284,828.00666,339.59334,265.2195,76.9805,NA,NA,NA,NA,286.6,22,NA,283.8,21.2,NA,-2.80000000000001,-0.800000000000001
"2024_Cont03_Warm04_W42","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm04",143.81952,85.18048,438.17358,213.72642,294.35406,128.54594,NA,NA,NA,NA,108.1,12.8,NA,227.3,20.4,NA,119.2,7.6
"2024_Cont03_Warm05_W53","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm05",368.50398,162.09602,548.37822,226.12178,179.87424,64.02576,NA,NA,NA,NA,217.2,18.2,NA,509,29.3,NA,291.8,11.1
"2024_Cont03_Warm05_W54","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm05",569.43744,327.86256,948.02838,426.77162,378.59094,98.90906,NA,NA,NA,NA,361.6,24.6,NA,364.7,25.8,NA,3.09999999999997,1.2
"2024_Cont03_Warm06_W65","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm06",315.77676,123.42324,438.49026,189.80974,122.7135,66.3865,NA,NA,NA,NA,193.9,17.2,NA,172.8,16.5,NA,-21.1,-0.699999999999999
"2024_Cont03_Warm06_W66","Norm","Ambient","Norm","Warm","Cont","Warm","Cont03","Warm06",510.85164,258.84836,634.83186,310.06814,123.98022,51.21978,NA,NA,NA,NA,270.8,22.1,NA,294.6,23.1,NA,23.8,1
"2024_Cont04_Both01_W7","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both01",319.1019,177.6981,383.07126,199.22874,63.96936,21.53064,NA,NA,NA,NA,138.4,15.9,NA,207.4,19.3,NA,69,3.4
"2024_Cont04_Both01_W8","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both01",196.54674,99.75326,380.22114,164.37886,183.6744,64.6256,NA,NA,NA,NA,130.1,14.9,NA,180.4,17.8,NA,50.3,2.9
"2024_Cont04_Both02_W19","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both02",284.42544,156.07456,492.16752,278.23248,207.74208,122.15792,NA,NA,NA,NA,209.9,18.5,NA,263,22.1,NA,53.1,3.6
"2024_Cont04_Both02_W20","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both02",389.24652,226.25348,624.06474,267.53526,234.81822,41.28178,NA,NA,NA,NA,238.3,20.5,NA,246,19.3,NA,7.69999999999999,-1.2
"2024_Cont04_Both03_W31","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both03",319.26024,189.43976,526.5273,292.8727,207.26706,103.43294,NA,NA,NA,NA,175.8,18,NA,235.3,21.3,NA,59.5,3.3
"2024_Cont04_Both03_W32","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both03",236.44842,153.15158,431.99832,236.40168,195.5499,83.2501,NA,NA,NA,NA,165.2,17.8,NA,222.3,19.2,NA,57.1,1.4
"2024_Cont04_Both04_W43","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both04",338.26104,205.53896,644.01558,403.88442,305.75454,198.34546,NA,NA,NA,NA,174,17.7,NA,272,22.4,NA,98,4.7
"2024_Cont04_Both04_W44","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both04",194.32998,118.07002,220.29774,117.60226,25.96776,-0.46776,NA,NA,NA,NA,135.7,15.2,NA,132.1,15.6,NA,-3.59999999999999,0.4
"2024_Cont04_Both05_W55","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both05",299.46774,148.03226,467.1498,238.1502,167.68206,90.11794,NA,NA,NA,NA,168.9,16.8,NA,221.8,19,"7/4/25 SKM added in  area/feret data from Teresa rerunning analysis",52.9,2.2
"2024_Cont04_Both05_W56","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both05",465.24972,248.15028,782.40474,375.39526,317.15502,127.24498,NA,NA,NA,NA,228.8,19.5,NA,300.2,22.1,NA,71.4,2.6
"2024_Cont04_Both06_W67","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both06",121.65192,91.84808,211.90572,126.79428,90.2538,34.9462,NA,NA,NA,NA,122.2,14.5,NA,134.1,15.8,NA,11.9,1.3
"2024_Cont04_Both06_W68","Norm","Ambient","Hyp","Warm","Cont","Both","Cont04","Both06",664.59978,329.70022,847.64082,369.25918,183.04104,39.55896,NA,NA,NA,NA,321.4,23.2,NA,313.9,22.3,NA,-7.5,-0.899999999999999
"2024_Cont04_Cont01_W7","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont01",460.34118,234.85882,860.46636,403.93364,400.12518,169.07482,NA,NA,NA,NA,213.6,18.1,NA,366.3,25.9,NA,152.7,7.8
"2024_Cont04_Cont01_W8","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont01",343.96128,211.83872,652.72428,338.07572,308.763,126.237,NA,NA,NA,NA,180.1,16.6,NA,332.8,25,NA,152.7,8.4
"2024_Cont04_Cont02_W19","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont02",549.80328,445.49672,887.70084,520.89916,337.89756,75.40244,NA,NA,NA,NA,386.4,26,NA,382.9,25.4,NA,-3.5,-0.600000000000001
"2024_Cont04_Cont02_W20","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont02",320.84364,281.45636,838.29876,355.90124,517.45512,74.44488,NA,NA,NA,NA,284.8,22.5,NA,325.6,24.9,NA,40.8,2.4
"2024_Cont04_Cont03_W31","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont03",206.99718,110.30282,494.54262,257.85738,287.54544,147.55456,NA,NA,NA,NA,130.3,15.7,NA,245.5,20.2,NA,115.2,4.5
"2024_Cont04_Cont03_W32","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont03",215.86422,115.03578,482.50878,208.09122,266.64456,93.05544,NA,NA,NA,NA,130.3,15,NA,224.6,19,NA,94.3,4
"2024_Cont04_Cont04_W43","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont04",157.91178,114.48822,253.07412,179.92588,95.16234,65.43766,NA,NA,NA,NA,112.2,13.8,NA,180.5,18.7,NA,68.3,4.9
"2024_Cont04_Cont04_W44","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont04",351.71994,182.38006,509.74326,241.35674,158.02332,58.97668,NA,NA,NA,NA,192.6,17.8,NA,252.9,20.2,NA,60.3,2.4
"2024_Cont04_Cont05_W55","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont05",298.5177,230.0823,562.62882,348.27118,264.11112,118.18888,NA,NA,NA,NA,201.2,18.3,NA,264.8,19.7,NA,63.6,1.4
"2024_Cont04_Cont05_W56","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont05",466.04142,249.75858,748.2033,421.2967,282.16188,171.53812,NA,NA,NA,NA,255.5,22,NA,406.6,27.3,NA,151.1,5.3
"2024_Cont04_Cont06_W67","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont06",322.2687,185.3313,401.12202,220.67798,78.85332,35.34668,NA,NA,NA,NA,230.7,19,"6/16/25 SKM changed area and feret pre phase 2 to match the pictures. This had the W61 filled in and the W67 landed in ""extras""",265.4,20.1,NA,34.7,1.1
"2024_Cont04_Cont06_W68","Norm","Ambient","Norm","Ambient","Cont","Cont","Cont04","Cont06",248.16558,131.03442,340.16112,155.33888,91.99554,24.30446,NA,NA,NA,NA,145.7,15.3,NA,169.7,16.8,NA,24,1.5
"2024_Cont04_Hyp01_W7","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp01",181.97946,106.32054,325.59384,165.10616,143.61438,58.78562,NA,NA,NA,NA,118.9,16.2,NA,148.7,17.4,NA,29.8,1.2
"2024_Cont04_Hyp01_W8","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp01",522.09378,304.70622,882.15894,459.24106,360.06516,154.53484,NA,NA,NA,NA,252.1,21.3,NA,336,23.9,NA,83.9,2.6
"2024_Cont04_Hyp02_W19","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp02",497.39274,332.10726,1015.95624,472.84376,518.5635,140.7365,NA,NA,NA,NA,356.8,25.1,NA,401,25.8,NA,44.2,0.699999999999999
"2024_Cont04_Hyp02_W20","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp02",764.19564,673.00436,1286.5593,878.7407,522.36366,205.73634,NA,NA,NA,NA,516,30.6,NA,619.1,34,NA,103.1,3.4
"2024_Cont04_Hyp03_W31","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp03",324.6438,227.9562,516.2352,295.4648,191.5914,67.5086,NA,NA,NA,NA,241.2,19.6,NA,272.9,21.4,NA,31.7,1.8
"2024_Cont04_Hyp03_W32","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp03",283.31706,128.08294,457.33272,189.76728,174.01566,61.68434,NA,NA,NA,NA,165.2,16,NA,221.7,19.3,"none missing from hyp 1, phase 2 hyp one has much lower tag numbers, these tag numbers should be in hyp 3, I think this is 2024_Cont04_Hyp03_W32",56.5,3.3
"2024_Cont04_Hyp04_W43","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp04",520.9854,340.6146,723.50226,471.39774,202.51686,130.78314,NA,NA,NA,NA,311.7,23.6,NA,351.4,25.1,NA,39.7,1.5
"2024_Cont04_Hyp04_W44","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp04",218.556,106.344,373.88754,177.31246,155.33154,70.96846,NA,NA,NA,NA,166.5,16.5,NA,261.7,19.6,NA,95.2,3.1
"2024_Cont04_Hyp05_W55","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp05",248.48226,180.11774,352.82832,227.37168,104.34606,47.25394,NA,NA,NA,NA,190.3,17.3,NA,279.7,22.2,NA,89.4,4.9
"2024_Cont04_Hyp05_W56","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp05",630.39834,339.40166,847.64082,442.35918,217.24248,102.95752,NA,NA,NA,NA,291.6,21.4,NA,358.4,24,NA,66.8,2.6
"2024_Cont04_Hyp06_W67","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp06",595.4052,315.5948,875.667,334.333,280.2618,18.7382,NA,NA,NA,NA,358.6,26.3,NA,332.5,25,NA,-26.1,-1.3
"2024_Cont04_Hyp06_W68","Norm","Ambient","Hyp","Ambient","Cont","Hyp","Cont04","Hyp06",167.57052,101.92948,335.7276,160.2724,168.15708,58.34292,NA,NA,NA,NA,126.3,15.6,NA,176.7,17,NA,50.4,1.4
"2024_Cont04_Warm01_W7","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm01",443.71548,230.18452,656.3661,315.2339,212.65062,85.04938,NA,NA,NA,NA,220.3,19.3,NA,252.5,21.9,NA,32.2,2.6
"2024_Cont04_Warm01_W8","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm01",364.70382,235.19618,519.24366,335.35634,154.53984,100.16016,NA,NA,NA,NA,214.1,19.9,NA,259.4,21.6,NA,45.3,1.7
"2024_Cont04_Warm02_W19","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm02",669.19164,525.70836,1526.60274,901.49726,857.4111,375.7889,NA,NA,NA,NA,457.9,29.4,NA,647.5,34,NA,189.6,4.6
"2024_Cont04_Warm02_W20","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm02",223.14786,132.75214,497.55108,225.84892,274.40322,93.09678,NA,NA,NA,NA,162.8,16.6,NA,233.6,18.3,NA,70.8,1.7
"2024_Cont04_Warm03_W31","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm03",365.65386,171.84614,657.9495,179.5505,292.29564,7.70436,NA,NA,NA,NA,189.2,17.8,NA,284.2,22.6,NA,95,4.8
"2024_Cont04_Warm03_W32","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm03",352.98666,295.91334,487.57566,336.32434,134.589,40.411,NA,NA,NA,NA,284.9,20.7,NA,321.6,24,NA,36.7,3.3
"2024_Cont04_Warm04_W43","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm04",221.88114,117.91886,361.53702,165.16298,139.65588,47.24412,NA,NA,NA,NA,137.3,14.7,NA,183.2,16.9,NA,45.9,2.2
"2024_Cont04_Warm04_W44","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm04",213.8058,166.7942,395.1051,255.4949,181.2993,88.7007,NA,NA,NA,NA,177.5,16.7,NA,231.8,18.8,NA,54.3,2.1
"2024_Cont04_Warm05_W55","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm05",254.65752,180.64248,411.09744,224.90256,156.43992,44.26008,NA,NA,NA,NA,181.4,16.9,NA,204,19,NA,22.6,2.1
"2024_Cont04_Warm05_W56","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm05",273.1833,111.4167,420.12282,144.67718,146.93952,33.26048,NA,NA,NA,NA,163.7,16.2,NA,189.2,18,NA,25.5,1.8
"2024_Cont04_Warm06_W67","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm06",510.05994,225.74006,717.48534,325.91466,207.4254,100.1746,NA,NA,NA,NA,287,22.4,NA,301.3,21.9,NA,14.3,-0.5
"2024_Cont04_Warm06_W68","Norm","Ambient","Norm","Warm","Cont","Warm","Cont04","Warm06",565.16226,296.83774,990.14682,452.05318,424.98456,155.21544,NA,NA,NA,NA,266.7,21.1,NA,369.8,26.1,NA,103.1,5
"2024_Cont05_Both01_W10","Norm","Ambient","Hyp","Warm","Cont","Both","Cont05","Both01",245.79048,175.10952,353.62002,211.17998,107.82954,36.07046,NA,NA,NA,NA,167.6,16.5,NA,209,18.3,NA,41.4,1.8
"2024_Cont05_Both01_W9","Norm","Ambient","Hyp","Warm","Cont","Both","Cont05","Both01",452.42418,322.57582,599.99706,374.80294,147.57288,52.22712,NA,NA,NA,NA,276.4,21.3,NA,343.7,23.6,NA,67.3,2.3
"2024_Cont05_Both02_W21","Norm","Ambient","Hyp","Warm","Cont","Both","Cont05","Both02",365.33718,232.66282,586.22148,321.57852,220.8843,88.9157,NA,NA,NA,NA,219.7,19,NA,191.5,18.9,NA,-28.2,-0.100000000000001
"2024_Cont05_Both02_W22","Norm","Ambient","Hyp","Warm","Cont","Both","Cont05","Both02",456.8577,257.8423,756.75366,316.14634,299.89596,58.30404,NA,NA,NA,NA,238.6,20.1,NA,260.2,20.7,NA,21.6,0.599999999999998
