,Date_MMDDYYYY,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Sample_Name,Submerged_weight_pre,Dry_weight_pre,Notes,Tag,P2Treatment,Shell#,Area_pre_mm2,Feret_pre_mm,NotesShell_Pre
625,7/24/24,2024,Cont,1,Hyp,4,W,38,2024_Cont01_Hyp04_W38,145.9,364,,W38,Hyp4,26,153.9,15.1,
297,7/24/24,2024,Cont,1,Warm,4,W,38,2024_Cont01_Warm04_W38,352,814.6,,W38,Warm4,29,274.6,23.4,
1295,7/24/24,2024,Cont,2,Both,4,W,39,2024_Cont02_Both04_W39,245.2,623.5,,W39,Both4,22,209.2,18.4,
221,7/24/24,2024,Cont,2,Cont,4,W,39,2024_Cont02_Cont04_W39,290.9,811.4,,W39,Cont4,14,292.5,21.2,
629,7/24/24,2024,Cont,2,Hyp,4,W,39,2024_Cont02_Hyp04_W39,92.6,237.2,,W39,Hyp4,43,106.4,12.5,
961,7/24/24,2024,Cont,2,Warm,4,W,39,2024_Cont02_Warm04_W39,285.3,611.4,,W39,Warm4,22,241.4,18.7,
1297,7/23/24,2024,Cont,2,Both,1,W,4,2024_Cont02_Both01_W4,158.4,393.3,,W4,Both1,45,121.1,14,
14,7/23/24,2024,Cont,2,Cont,1,W,4,2024_Cont02_Cont01_W4,245,543.4,,W4,Cont1,14,165,15.7,
445,7/23/24,2024,Cont,2,Hyp,1,W,4,2024_Cont02_Hyp01_W4,254.6,626.2,,W4,Hyp1,41,225.5,20.2,
790,7/23/24,2024,Cont,2,Warm,1,W,4,2024_Cont02_Warm01_W4,213.8,512.8,,W4,Warm1,44,208.8,18,
1157,7/24/24,2024,Cont,2,Both,4,W,40,2024_Cont02_Both04_W40,99.6,236.5,,W40,Both4,41,91.1,12.9,
223,7/24/24,2024,Cont,2,Cont,4,W,40,2024_Cont02_Cont04_W40,154.6,377.6,,W40,Cont4,3,160.9,16.6,
316,7/24/24,2024,Cont,2,Hyp,4,W,40,2024_Cont02_Hyp04_W40,91.3,224.9,,W40,Hyp4,42,122.6,14.7,
966,7/24/24,2024,Cont,2,Warm,4,W,40,2024_Cont02_Warm04_W40,262.8,650.2,,W40,Warm4,12,253.8,20.6,
1139,7/24/24,2024,Cont,3,Both,4,W,41,2024_Cont03_Both04_W41,473.2,1354,,W41,Both4,5,389.9,26,
230,7/24/24,2024,Cont,3,Cont,4,W,41,2024_Cont03_Cont04_W41,333.3,834.8,,W41,Cont4,12,299.8,25.9,
637,7/24/24,2024,Cont,3,Hyp,4,W,41,2024_Cont03_Hyp04_W41,115.3,287.5,,W41,Hyp4,35,149.3,16.4,
969,7/24/24,2024,Cont,3,Warm,4,W,41,2024_Cont03_Warm04_W41,356.9,825.4,,W41,Warm4,9,286.6,22,
1307,7/24/24,2024,Cont,3,Both,4,W,42,2024_Cont03_Both04_W42,164.1,405.4,,W42,Both4,19,152,15.7,
233,7/24/24,2024,Cont,3,Cont,4,W,42,2024_Cont03_Cont04_W42,173.8,425.6,,W42,Cont4,28,195.4,18,
639,7/24/24,2024,Cont,3,Hyp,4,W,42,2024_Cont03_Hyp04_W42,240.9,598.3,,W42,Hyp4,10,198.8,17.9,
975,7/24/24,2024,Cont,3,Warm,4,W,42,2024_Cont03_Warm04_W42,92.3,229,,W42,Warm4,13,108.1,12.8,
1308,7/24/24,2024,Cont,4,Both,4,W,43,2024_Cont04_Both04_W43,215.1,543.8,,W43,Both4,32,174,17.7,
238,7/24/24,2024,Cont,4,Cont,4,W,43,2024_Cont04_Cont04_W43,101.2,272.4,,W43,Cont4,27,112.2,13.8,
642,7/24/24,2024,Cont,4,Hyp,4,W,43,2024_Cont04_Hyp04_W43,330.5,861.6,,W43,Hyp4,9,311.7,23.6,
980,7/24/24,2024,Cont,4,Warm,4,W,43,2024_Cont04_Warm04_W43,141.6,339.8,,W43,Warm4,42,137.3,14.7,
1312,7/24/24,2024,Cont,4,Both,4,W,44,2024_Cont04_Both04_W44,124.2,312.4,,W44,Both4,29,135.7,15.2,
170,7/24/24,2024,Cont,4,Cont,4,W,44,2024_Cont04_Cont04_W44,223.6,534.1,,W44,Cont4,34,192.6,17.8,
648,7/24/24,2024,Cont,4,Hyp,4,W,44,2024_Cont04_Hyp04_W44,139.5,324.9,,W44,Hyp4,47,166.5,16.5,
981,7/24/24,2024,Cont,4,Warm,4,W,44,2024_Cont04_Warm04_W44,136.5,380.6,,W44,Warm4,27,177.5,16.7,
321,7/24/24,2024,Cont,5,Both,4,W,45,2024_Cont05_Both04_W45,131.3,343.3,,W45,Both4,21,139.4,15,
246,7/24/24,2024,Cont,5,Cont,4,W,45,2024_Cont05_Cont04_W45,459.4,1181.8,,W45,Cont4,11,362.2,25.2,
653,7/24/24,2024,Cont,5,Hyp,4,W,45,2024_Cont05_Hyp04_W45,186.3,471.9,,W45,Hyp4,22,157.7,16.7,
987,7/24/24,2024,Cont,5,Warm,4,W,45,2024_Cont05_Warm04_W45,132.3,307.8,,W45,Warm4,47,139,15.3,
156,7/24/24,2024,Cont,5,Both,4,W,46,2024_Cont05_Both04_W46,342.6,799.1,,W46,Both4,24,233.8,20.6,
249,7/24/24,2024,Cont,5,Cont,4,W,46,2024_Cont05_Cont04_W46,414.2,1051.8,,W46,Cont4,25,328.1,25.4,
657,7/24/24,2024,Cont,5,Hyp,4,W,46,2024_Cont05_Hyp04_W46,172.5,525.1,,W46,Hyp4,46,174.3,16,
991,7/24/24,2024,Cont,5,Warm,4,W,46,2024_Cont05_Warm04_W46,114.7,284.3,,W46,Warm4,19,150.4,15.9,
1325,7/24/24,2024,Cont,6,Both,4,W,47,2024_Cont06_Both04_W47,103,275.4,,W47,Both4,39,139.9,15.8,
251,7/24/24,2024,Cont,6,Cont,4,W,47,2024_Cont06_Cont04_W47,194.1,486.4,,W47,Cont4,44,188,17.3,
996,7/24/24,2024,Cont,6,Warm,4,W,47,2024_Cont06_Warm04_W47,171,497.1,,W47,Warm4,41,202.7,18.6,
660,7/26/24,2024,Cont,6,Hyp,4,W,47,2024_Cont06_Hyp04_W47,555,1351.4,,W47,Hyp4,25,422.6,27.4,
1330,7/24/24,2024,Cont,6,Both,4,W,48,2024_Cont06_Both04_W48,335.2,803.2,,W48,Both4,18,288.6,20.7,
258,7/24/24,2024,Cont,6,Cont,4,W,48,2024_Cont06_Cont04_W48,132.8,364.4,,W48,Cont4,24,171.6,15.8,
298,7/24/24,2024,Cont,6,Hyp,4,W,48,2024_Cont06_Hyp04_W48,226.1,571.5,,W48,Hyp4,29,206,18.9,
1000,7/24/24,2024,Cont,6,Warm,4,W,48,2024_Cont06_Warm04_W48,245.3,647.6,,W48,Warm4,25,238.2,20,
1132,7/25/24,2024,Cont,1,Both,5,W,49,2024_Cont01_Both05_W49,295.3,785.9,,W49,Both5,16,314.9,22.3,
262,7/25/24,2024,Cont,1,Cont,5,W,49,2024_Cont01_Cont05_W49,141.8,336.4,,W49,Cont5,22,170.1,16.5,
668,7/25/24,2024,Cont,1,Hyp,5,W,49,2024_Cont01_Hyp05_W49,182.2,461.7,,W49,Hyp5,34,162,17.5,
1001,7/25/24,2024,Cont,1,Warm,5,W,49,2024_Cont01_Warm05_W49,225.6,599.8,,W49,Warm5,14,289.8,22.3,
1036,7/23/24,2024,Cont,3,Both,1,W,5,2024_Cont03_Both01_W5,383.5,874.3,,W5,Both1,42,243.7,20.4,
20,7/23/24,2024,Cont,3,Cont,1,W,5,2024_Cont03_Cont01_W5,280.2,658,,W5,Cont1,13,203.4,18,
448,7/23/24,2024,Cont,3,Hyp,1,W,5,2024_Cont03_Hyp01_W5,111.6,265.8,,W5,Hyp1,40,118.7,13.9,
793,7/23/24,2024,Cont,3,Warm,1,W,5,2024_Cont03_Warm01_W5,403.2,962,,W5,Warm1,1,306.5,22,
1162,7/25/24,2024,Cont,1,Both,5,W,50,2024_Cont01_Both05_W50,257,604.8,,W50,Both5,37,212.9,19.8,
265,7/25/24,2024,Cont,1,Cont,5,W,50,2024_Cont01_Cont05_W50,513,1156,,W50,Cont5,11,342.4,25.9,
674,7/25/24,2024,Cont,1,Hyp,5,W,50,2024_Cont01_Hyp05_W50,546,1435.2,wet for dry weight,W50,Hyp5,44,359.8,25.2,
1008,7/25/24,2024,Cont,1,Warm,5,W,50,2024_Cont01_Warm05_W50,257.4,641.8,,W50,Warm5,26,266.1,19.8,
1126,7/25/24,2024,Cont,2,Both,5,W,51,2024_Cont02_Both05_W51,250.4,568.9,,W51,Both5,7,224.2,20,
268,7/25/24,2024,Cont,2,Cont,5,W,51,2024_Cont02_Cont05_W51,197.4,483.4,,W51,Cont5,21,158.2,16.7,
610,7/25/24,2024,Cont,2,Hyp,5,W,51,2024_Cont02_Hyp05_W51,171.8,446.9,,W51,Hyp5,12,170.2,17.4,
565,7/25/24,2024,Cont,2,Warm,5,W,51,2024_Cont02_Warm05_W51,164.5,425.9,,W51,Warm5,30,177.4,17.8,
1345,7/25/24,2024,Cont,2,Both,5,W,52,2024_Cont02_Both05_W52,247.6,604.2,,W52,Both5,9,274.7,21,
274,7/25/24,2024,Cont,2,Cont,5,W,52,2024_Cont02_Cont05_W52,128.5,290.8,,W52,Cont5,24,116.1,15.4,
679,7/25/24,2024,Cont,2,Hyp,5,W,52,2024_Cont02_Hyp05_W52,201.5,499.7,,W52,Hyp5,31,183.6,17.8,
1015,7/25/24,2024,Cont,2,Warm,5,W,52,2024_Cont02_Warm05_W52,346.8,791.3,,W52,Warm5,20,312.5,21.6,
1351,7/25/24,2024,Cont,3,Both,5,W,53,2024_Cont03_Both05_W53,126.1,307,,W53,Both5,46,119.7,13.8,
155,7/25/24,2024,Cont,3,Cont,5,W,53,2024_Cont03_Cont05_W53,133.2,356.5,,W53,Cont5,23,141.9,15,
683,7/25/24,2024,Cont,3,Hyp,5,W,53,2024_Cont03_Hyp05_W53,368.4,829,,W53,Hyp5,9,232.4,19.5,
1044,7/25/24,2024,Cont,3,Warm,5,W,53,2024_Cont03_Warm05_W53,234.2,530.6,,W53,Warm5,34,217.2,18.2,
909,7/25/24,2024,Cont,3,Both,5,W,54,2024_Cont03_Both05_W54,238.1,626.2,,W54,Both5,10,228.1,19.7,
282,7/25/24,2024,Cont,3,Cont,5,W,54,2024_Cont03_Cont05_W54,177.2,451.5,,W54,Cont5,31,206,18,
702,7/25/24,2024,Cont,3,Hyp,5,W,54,2024_Cont03_Hyp05_W54,184.1,459.4,,W54,Hyp5,15,176,17.8,
1047,7/25/24,2024,Cont,3,Warm,5,W,54,2024_Cont03_Warm05_W54,361.1,897.3,,W54,Warm5,33,361.6,24.6,
1359,7/25/24,2024,Cont,4,Both,5,W,55,2024_Cont04_Both05_W55,190.6,447.5,,W55,Both5,23,168.9,16.8,
285,7/25/24,2024,Cont,4,Cont,5,W,55,2024_Cont04_Cont05_W55,190,528.6,,W55,Cont5,18,201.2,18.3,
708,7/25/24,2024,Cont,4,Hyp,5,W,55,2024_Cont04_Hyp05_W55,158.4,428.6,,W55,Hyp5,1,190.3,17.3,
1051,7/25/24,2024,Cont,4,Warm,5,W,55,2024_Cont04_Warm05_W55,162.3,435.3,,W55,Warm5,16,181.4,16.9,
1362,7/25/24,2024,Cont,4,Both,5,W,56,2024_Cont04_Both05_W56,295.3,713.4,,W56,Both5,20,228.8,19.5,
290,7/25/24,2024,Cont,4,Cont,5,W,56,2024_Cont04_Cont05_W56,295.8,715.8,,W56,Cont5,42,255.5,22,
712,7/25/24,2024,Cont,4,Hyp,5,W,56,2024_Cont04_Hyp05_W56,399.6,969.8,,W56,Hyp5,33,291.6,21.4,
1057,7/25/24,2024,Cont,4,Warm,5,W,56,2024_Cont04_Warm05_W56,174,384.6,,W56,Warm5,24,163.7,16.2,
328,7/25/24,2024,Cont,5,Both,5,W,57,2024_Cont05_Both05_W57,251.8,578.8,,W57,Both5,22,182.8,17.4,
293,7/25/24,2024,Cont,5,Cont,5,W,57,2024_Cont05_Cont05_W57,440.9,1030.9,,W57,Cont5,6,298.7,22.1,
715,7/25/24,2024,Cont,5,Hyp,5,W,57,2024_Cont05_Hyp05_W57,207.6,466,,W57,Hyp5,17,186.2,18.2,
1060,7/25/24,2024,Cont,5,Warm,5,W,57,2024_Cont05_Warm05_W57,382,1048.1,,W57,Warm5,15,347.1,24,
1370,7/25/24,2024,Cont,5,Both,5,W,58,2024_Cont05_Both05_W58,437.4,974.1,,W58,Both5,3,293,23.9,
373,7/25/24,2024,Cont,5,Cont,5,W,58,2024_Cont05_Cont05_W58,191.8,455.5,,W58,Cont5,8,153.3,15.2,
718,7/25/24,2024,Cont,5,Hyp,5,W,58,2024_Cont05_Hyp05_W58,243,696.3,,W58,Hyp5,19,295.9,22.6,
1064,7/25/24,2024,Cont,5,Warm,5,W,58,2024_Cont05_Warm05_W58,380.2,948.9,,W58,Warm5,42,385.6,24.9,
1374,7/25/24,2024,Cont,6,Both,5,W,59,2024_Cont06_Both05_W59,106.4,256.9,,W59,Both5,6,96.1,12.7,
125,7/25/24,2024,Cont,6,Cont,5,W,59,2024_Cont06_Cont05_W59,221.7,516.5,,W59,Cont5,47,196.4,18.5,
723,7/25/24,2024,Cont,6,Hyp,5,W,59,2024_Cont06_Hyp05_W59,299,742.2,,W59,Hyp5,14,223.6,17.9,
1069,7/25/24,2024,Cont,6,Warm,5,W,59,2024_Cont06_Warm05_W59,246.1,655.4,,W59,Warm5,39,204.5,20.2,
1143,7/23/24,2024,Cont,3,Both,1,W,6,2024_Cont03_Both01_W6,212.4,547.7,,W6,Both1,17,176.1,17.3,
23,7/23/24,2024,Cont,3,Cont,1,W,6,2024_Cont03_Cont01_W6,111.4,254.2,,W6,Cont1,41,126.8,13.6,
120,7/23/24,2024,Cont,3,Hyp,1,W,6,2024_Cont03_Hyp01_W6,169.8,464.8,,W6,Hyp1,23,190.3,18.9,
797,7/23/24,2024,Cont,3,Warm,1,W,6,2024_Cont03_Warm01_W6,248.5,621.5,,W6,Warm1,5,207.1,18.4,
1165,7/25/24,2024,Cont,6,Both,5,W,60,2024_Cont06_Both05_W60,338,896.8,,W60,Both5,45,316.7,24.4,
381,7/25/24,2024,Cont,6,Cont,5,W,60,2024_Cont06_Cont05_W60,111.4,330.3,,W60,Cont5,34,159.8,16.3,
727,7/25/24,2024,Cont,6,Hyp,5,W,60,2024_Cont06_Hyp05_W60,408.1,925.7,,W60,Hyp5,3,298,22.7,
1072,7/25/24,2024,Cont,6,Warm,5,W,60,2024_Cont06_Warm05_W60,327.3,817.9,,W60,Warm5,13,307.1,21.1,
1383,7/26/24,2024,Cont,1,Both,6,W,61,2024_Cont01_Both06_W61,186.1,420.8,,W61,Both6,33,155.1,16.9,
731,7/26/24,2024,Cont,1,Hyp,6,W,61,2024_Cont01_Hyp06_W61,288.1,676.3,,W61,Hyp6,21,214.8,20.3,
1387,7/25/24,2024,Cont,1,Warm,6,W,61,2024_Cont01_Warm06_W61,424.9,1224.7,,W61,Warm6,25,430.9,28.3,
1077,7/26/24,2024,Cont,1,Both,6,W,62,2024_Cont01_Both06_W62,379.1,905,,W62,Both6,8,305.9,22.2,
389,7/25/24,2024,Cont,1,Cont,6,W,62,2024_Cont01_Cont06_W62,173.2,413.7,,W62,Cont6,24,178.3,16.7,
733,7/26/24,2024,Cont,1,Hyp,6,W,62,2024_Cont01_Hyp06_W62,134.5,327.3,,W62,Hyp6,40,150.8,16.6,
1078,7/25/24,2024,Cont,1,Warm,6,W,62,2024_Cont01_Warm06_W62,460.1,1254.6,,W62,Warm6,2,337.4,23.6,
1390,7/26/24,2024,Cont,2,Both,6,W,63,2024_Cont02_Both06_W63,168.3,446.1,,W63,Both6,25,228,21,
393,7/25/24,2024,Cont,2,Cont,6,W,63,2024_Cont02_Cont06_W63,392,958.6,,W63,Cont6,19,346.3,23.1,
739,7/26/24,2024,Cont,2,Hyp,6,W,63,2024_Cont02_Hyp06_W63,373.8,881.7,,W63,Hyp6,6,288.5,21.8,
1085,7/25/24,2024,Cont,2,Warm,6,W,63,2024_Cont02_Warm06_W63,393.1,853.9,,W63,Warm6,34,256.8,20.1,
1393,7/26/24,2024,Cont,2,Both,6,W,64,2024_Cont02_Both06_W64,175.1,432.1,,W64,Both6,39,186.8,18.5,
397,7/25/24,2024,Cont,2,Cont,6,W,64,2024_Cont02_Cont06_W64,103.1,248.5,,W64,Cont6,36,102,13.2,
114,7/26/24,2024,Cont,2,Hyp,6,W,64,2024_Cont02_Hyp06_W64,434.9,1016,,W64,Hyp6,29,294.6,22.5,
1089,7/25/24,2024,Cont,2,Warm,6,W,64,2024_Cont02_Warm06_W64,171.1,418,,W64,Warm6,28,155.4,16.7,
1397,7/26/24,2024,Cont,3,Both,6,W,65,2024_Cont03_Both06_W65,95,249.7,,W65,Both6,5,114.2,14.5,
398,7/25/24,2024,Cont,3,Cont,6,W,65,2024_Cont03_Cont06_W65,216,582.5,,W65,Cont6,9,279.7,22.7,
746,7/26/24,2024,Cont,3,Hyp,6,W,65,2024_Cont03_Hyp06_W65,97.9,235,,W65,Hyp6,43,105.3,13.5,
1090,7/25/24,2024,Cont,3,Warm,6,W,65,2024_Cont03_Warm06_W65,200.9,439.2,,W65,Warm6,23,193.9,17.2,
545,7/26/24,2024,Cont,3,Both,6,W,66,2024_Cont03_Both06_W66,375.6,925.9,,W66,Both6,4,299.8,23.4,
405,7/25/24,2024,Cont,3,Cont,6,W,66,2024_Cont03_Cont06_W66,126.6,310.4,,W66,Cont6,29,159.1,16,
160,7/26/24,2024,Cont,3,Hyp,6,W,66,2024_Cont03_Hyp06_W66,152.6,342.3,,W66,Hyp6,33,140.3,16,
1095,7/25/24,2024,Cont,3,Warm,6,W,66,2024_Cont03_Warm06_W66,324.1,769.7,,W66,Warm6,39,270.8,22.1,
1416,7/26/24,2024,Cont,4,Both,6,W,67,2024_Cont04_Both06_W67,78.3,213.5,,W67,Both6,10,122.2,14.5,
406,7/25/24,2024,Cont,4,Cont,6,W,67,2024_Cont04_Cont06_W67,205,507.6,,W67,Cont6,44,230.7,19,"6/16/25 SKM changed area and feret pre phase 2 to match the pictures. This had the W61 filled in and the W67 landed in ""extras"""
755,7/26/24,2024,Cont,4,Hyp,6,W,67,2024_Cont04_Hyp06_W67,377.5,911,,W67,Hyp6,14,358.6,26.3,
1101,7/25/24,2024,Cont,4,Warm,6,W,67,2024_Cont04_Warm06_W67,323.6,735.8,,W67,Warm6,41,287,22.4,
1422,7/26/24,2024,Cont,4,Both,6,W,68,2024_Cont04_Both06_W68,421.2,994.3,,W68,Both6,13,321.4,23.2,
412,7/25/24,2024,Cont,4,Cont,6,W,68,2024_Cont04_Cont06_W68,158.2,379.2,,W68,Cont6,11,145.7,15.3,
318,7/26/24,2024,Cont,4,Hyp,6,W,68,2024_Cont04_Hyp06_W68,107.3,269.5,,W68,Hyp6,46,126.3,15.6,
1102,7/25/24,2024,Cont,4,Warm,6,W,68,2024_Cont04_Warm06_W68,358.4,862,,W68,Warm6,18,266.7,21.1,
1425,7/26/24,2024,Cont,5,Both,6,W,69,2024_Cont05_Both06_W69,115.4,311.1,,W69,Both6,36,151.1,17,
415,7/25/24,2024,Cont,5,Cont,6,W,69,2024_Cont05_Cont06_W69,161.2,386,,W69,Cont6,46,127.8,17.4,
330,7/26/24,2024,Cont,5,Hyp,6,W,69,2024_Cont05_Hyp06_W69,635.5,1514.3,,W69,Hyp6,3,409.3,28.5,
1109,7/25/24,2024,Cont,5,Warm,6,W,69,2024_Cont05_Warm06_W69,372.4,899.7,,W69,Warm6,9,334.9,24,
1428,7/23/24,2024,Cont,4,Both,1,W,7,2024_Cont04_Both01_W7,203,496.8,,W7,Both1,38,138.4,15.9,
27,7/23/24,2024,Cont,4,Cont,1,W,7,2024_Cont04_Cont01_W7,292.2,695.2,,W7,Cont1,25,213.6,18.1,
456,7/23/24,2024,Cont,4,Hyp,1,W,7,2024_Cont04_Hyp01_W7,116.4,288.3,,W7,Hyp1,36,118.9,16.2,
801,7/23/24,2024,Cont,4,Warm,1,W,7,2024_Cont04_Warm01_W7,281.7,673.9,,W7,Warm1,7,220.3,19.3,
1170,7/26/24,2024,Cont,5,Both,6,W,70,2024_Cont05_Both06_W70,245.2,670.8,,W70,Both6,28,244.2,20.3,
421,7/25/24,2024,Cont,5,Cont,6,W,70,2024_Cont05_Cont06_W70,242.1,586.4,,W70,Cont6,41,248.7,19.3,
768,7/26/24,2024,Cont,5,Hyp,6,W,70,2024_Cont05_Hyp06_W70,233.8,585.2,,W70,Hyp6,7,222.7,21.7,
1113,7/25/24,2024,Cont,5,Warm,6,W,70,2024_Cont05_Warm06_W70,270.7,716.2,,W70,Warm6,6,245.5,19.4,
1434,7/26/24,2024,Cont,6,Both,6,W,71,2024_Cont06_Both06_W71,285.1,682.4,,W71,Both6,45,252.6,20.5,
425,7/25/24,2024,Cont,6,Cont,6,W,71,2024_Cont06_Cont06_W71,162.3,396,,W71,Cont6,43,141.7,16.5,
352,7/26/24,2024,Cont,6,Hyp,6,W,71,2024_Cont06_Hyp06_W71,402.5,1107.4,,W71,Hyp6,17,430.4,27.2,
1117,7/25/24,2024,Cont,6,Warm,6,W,71,2024_Cont06_Warm06_W71,169.2,438.2,,W71,Warm6,45,197.3,19.4,
544,7/26/24,2024,Cont,6,Both,6,W,72,2024_Cont06_Both06_W72,195.4,474.5,,W72,Both6,40,168.8,16.8,
426,7/25/24,2024,Cont,6,Cont,6,W,72,2024_Cont06_Cont06_W72,124.1,317,,W72,Cont6,12,133.4,14.2,
773,7/26/24,2024,Cont,6,Hyp,6,W,72,2024_Cont06_Hyp06_W72,247.1,574.2,,W72,Hyp6,23,226.1,21.7,
1121,7/25/24,2024,Cont,6,Warm,6,W,72,2024_Cont06_Warm06_W72,480.5,1101.9,,W72,Warm6,3,325.9,22.1,
524,7/23/24,2024,Cont,4,Both,1,W,8,2024_Cont04_Both01_W8,125.6,296.3,,W8,Both1,4,130.1,14.9,
29,7/23/24,2024,Cont,4,Cont,1,W,8,2024_Cont04_Cont01_W8,218.7,555.8,,W8,Cont1,39,180.1,16.6,
461,7/23/24,2024,Cont,4,Hyp,1,W,8,2024_Cont04_Hyp01_W8,331.2,826.8,,W8,Hyp1,39,252.1,21.3,
807,7/23/24,2024,Cont,4,Warm,1,W,8,2024_Cont04_Warm01_W8,231.8,599.9,,W8,Warm1,3,214.1,19.9,
525,7/23/24,2024,Cont,5,Both,1,W,9,2024_Cont05_Both01_W9,287.2,775,,W9,Both1,19,276.4,21.3,
35,7/23/24,2024,Cont,5,Cont,1,W,9,2024_Cont05_Cont01_W9,191.7,508.8,,W9,Cont1,17,189.3,18.9,
463,7/23/24,2024,Cont,5,Hyp,1,W,9,2024_Cont05_Hyp01_W9,180.2,445.6,,W9,Hyp1,12,179.8,16.4,
563,7/23/24,2024,Cont,5,Warm,1,W,9,2024_Cont05_Warm01_W9,410.7,985.7,,W9,Warm1,22,311.6,23.6,
,,,,,,,,,2024_Both04_Warm05_O56,,,,,,37,355.1,24.3,6/11/25 SKM added in unmatched data
,,,,,,,,,2024_Cont01_Cont06_W61,,,,,,40,142.5,16.1,6/16/25 SKM changed area and feret information pre phase 2 to match the pictures. This one was confused with W67
,,,,,,,,,2024_Both06_Both04_O47,,,,,,4,122.1,13.5,6/16/25 SKM matched area and Feret Info to tag that fell off
,,,,,,,,,2024_Both04_Both04_O43,,,,,,6,207,19,"6/16/25 SKM added in unmatched data, taken from O41 and validated with pictures"
,,,,,,,,,2024_Hyp06_Cont04_B77,,,,,,5,311.7,22.5,6/11/25 SKM added in unmatched data to correct swapped bee tag
,,,,,,,,,2024_Warm03_Both03_G80,,,,,,3,147.1,14.6,6/11/25 SKM added in unmatched data to correct swapped bee tag
,,,,,,,,,2024_Cont03_Cont02_W78,,,,,,6,371.7,25.4,6/11/25 SKM added in unmatched data to correct swapped bee tag
,,,,,,,,,2024_Cont05_Cont02_W81,,,,,,8,243.1,21.4,6/11/25 SKM added in unmatched data to correct swapped bee tag
,,,,,,,,,2024_Both03_Both01_O6,,,,,,7,395.4,27.2,"6/12/25 SKM added in unmatched data from ""extras"" to match extras areas to corresponding phase and tag information"
,,,,,,,,,2024_Cont02_Both01_W3,,,,,,2,392.8,26.1,"6/12/25 SKM added in unmatched data from ""extras"" to match extras areas to corresponding phase and tag information"
